child,parent1,parent2
Lovander,Croajiro Noct,Lunaris
Lovander,Polapup,Rushoar
Lovander,Frostplume,Fuddler
Lovander,Icelyn,Kelpsea Ignis
Lovander,Ghangler,Pengullet
Lovander,Ghangler Ignis,Jolthog
Lovander,Penking Lux,Hoocrates
Lovander,Azurobe Cryst,Foxparks
Lovander,Palumba,Hangyu Cryst
Lovander,Palumba,Hangyu
Lovander,Whalaska,Lifmunk
Lovander,Whalaska Ignis,Vixy
Flambelle,Hoocrates,Hangyu Cryst
Flambelle,Hoocrates,Hangyu
Flambelle,Jolthog Cryst,Vixy
Flambelle,Jolthog,Mau Cryst
Flambelle,Pengullet,Cremis
Flambelle,Mau,Fuack
Flambelle,Foxparks,Flambelle
Flambelle,Foxparks,Sparkit
Flambelle,Lifmunk,Depresso
Flambelle,Chikipi,Ribbuny
Flambelle,Cattiva,Pengullet
Flambelle,Lamball,Tocotoco
Flambelle,Teafant,Bristla
Flambelle,Flambelle,Flambelle
Flambelle,Chikipi,Foxparks Cryst
Flambelle,Herbil,Jolthog Cryst
Flambelle,Jellroy,Sparkit
Flambelle,Jelliette,Hangyu Cryst
Flambelle,Jelliette,Hangyu
Flambelle,Munchill,Lamball
Flambelle,Pengullet Lux,Chikipi
Vanwyrm,Gumoss,Paladius
Vanwyrm,Penking,Chillet
Vanwyrm,Tanzee,Necromus
Vanwyrm,Gobfin,Reptyro Cryst
Vanwyrm,Mozzarina,Sweepa
Vanwyrm,Direhowl,Menasting
Vanwyrm,Celaray,Sibelyx
Vanwyrm,Killamari,Suzaku Aqua
Vanwyrm,Fuddler,Frostallion Noct
Vanwyrm,Nox,Orserk
Vanwyrm,Rushoar,Helzephyr
Vanwyrm,Daedream,Jetragon
Vanwyrm,Loupmoon,Faleris
Vanwyrm,Leezpunk,Grizzbolt
Vanwyrm,Cawgnito,Pyrin Noct
Vanwyrm,Arsox,Elphidran Aqua
Vanwyrm,Cinnamoth,Kitsun
Vanwyrm,Incineram Noct,Rayhound
Vanwyrm,Ribbuny,Blazamut
Vanwyrm,Nitewing,Dumud
Vanwyrm,Eikthyrdeer Terra,Nitewing
Vanwyrm,Woolipop,Cryolinx
Vanwyrm,Mossanda Lux,Caprity
Vanwyrm,Mossanda,Melpaca
Vanwyrm,Gobfin Ignis,Beakon
Vanwyrm,Vanwyrm Cryst,Katress
Vanwyrm,Vanwyrm,Vanwyrm
Vanwyrm,Lovander,Ragnahawk
Vanwyrm,Tombat,Anubis
Vanwyrm,Digtoise,Kingpaca
Vanwyrm,Dinossom,Azurobe
Vanwyrm,Lunaris,Lyleen Noct
Vanwyrm,Reindrix,Kingpaca Cryst
Vanwyrm,Foxcicle,Surfent
Vanwyrm,Univolt,Bushi
Vanwyrm,Grintale,Dinossom Lux
Vanwyrm,Elizabee,Verdash
Vanwyrm,Beegarde,Lyleen
Vanwyrm,Gorirat,Relaxaurus
Vanwyrm,Robinquill Terra,Jormuntide Ignis
Vanwyrm,Robinquill Terra,Reptyro
Vanwyrm,Robinquill,Mammorest
Vanwyrm,Galeclaw,Mammorest Cryst
Vanwyrm,Felbat,Jormuntide
Vanwyrm,Warsect,Fenglope
Vanwyrm,Broncherry Aqua,Wumpo Botan
Vanwyrm,Broncherry,Wumpo
Vanwyrm,Kelpsea Ignis,Suzaku
Vanwyrm,Kelpsea,Shadowbeak
Vanwyrm,Elphidran,Petallia
Vanwyrm,Vaelet,Relaxaurus Lux
Vanwyrm,Penking,Croajiro
Vanwyrm,Bristla,Bellanoir
Vanwyrm,Bristla,Bellanoir Libero
Vanwyrm,Ribbuny,Blazamut Ryu
Vanwyrm,Incineram,Shroomer Noct
Vanwyrm,Leezpunk Ignis,Helzephyr Lux
Vanwyrm,Beegarde,Menasting Terra
Vanwyrm,Sweepa,Lullu
Vanwyrm,Reindrix,Xenogard
Vanwyrm,Digtoise,Xenovader
Vanwyrm,Bushi,Dazemu
Vanwyrm,Vaelet,Knocklem
Vanwyrm,Elphidran Aqua,Chillet Ignis
Vanwyrm,Blazehowl Noct,Bushi Noct
Vanwyrm,Mammorest Cryst,Gorirat Terra
Vanwyrm,Fenglope,Quivern Botan
Vanwyrm,Helzephyr,Kikit
Vanwyrm,Faleris,Yakumo
Vanwyrm,Frostallion,Mimog
Vanwyrm,Bushi Noct,Dogen
Vanwyrm,Wixen,Cryolinx Terra
Vanwyrm,Rooby,Cryolinx Terra
Vanwyrm,Maraith,Bastigor
Vanwyrm,Wixen Noct,Bastigor
Vanwyrm,Gobfin Ignis,Silvegis
Vanwyrm,Beegarde,Faleris Aqua
Vanwyrm,Vaelet,Xenolord
Vanwyrm,Gorirat,Warsect Terra
Vanwyrm,Loupmoon,Starryon
Vanwyrm,Eikthyrdeer,Azurmane
Vanwyrm,Dinossom Lux,Gildane
Vanwyrm,Katress Ignis,Omascul
Vanwyrm,Dazemu,Nyafia
Vanwyrm,Blazehowl Noct,Nyafia
Vanwyrm,Incineram,Splatterina
Vanwyrm,Incineram Noct,Kitsun Noct
Vanwyrm,Surfent,Prunelia
Vanwyrm,Grintale,Loupmoon Cryst
Vanwyrm,Gildane,Celesdir
Vanwyrm,Azurobe,Celesdir
Vanwyrm,Cinnamoth,Tarantriss
Vanwyrm,Wumpo Botan,Fenglope Lux
Vanwyrm,Xenovader,Caprity Noct
Vanwyrm,Wumpo,Caprity Noct
Vanwyrm,Grizzbolt,Dazzi Noct
Vanwyrm,Necromus,Smokie
Vanwyrm,Blazamut,Foxparks Cryst
Vanwyrm,Pengullet Lux,Blazamut
Vanwyrm,Pengullet Lux,Blazamut Ryu
Vanwyrm,Fuack Ignis,Suzaku Aqua
Vanwyrm,Finsider Ignis,Shadowbeak
Vanwyrm,Killamari Primo,Necromus
Vanwyrm,Gloopie,Frostallion
Vanwyrm,Turtacle,Silvegis
Vanwyrm,Turtacle,Lyleen Noct
Vanwyrm,Turtacle Terra,Menasting Terra
Vanwyrm,Turtacle Terra,Lyleen
Vanwyrm,Dumud Gild,Xenovader
Vanwyrm,Dumud Gild,Wumpo
Vanwyrm,Celaray Lux,Cinnamoth
Vanwyrm,Celaray Lux,Penking Lux
Vanwyrm,Croajiro Noct,Surfent Terra
Vanwyrm,Polapup,Anubis
Vanwyrm,Frostplume,Dogen
Vanwyrm,Frostplume,Vanwyrm
Vanwyrm,Icelyn,Blazehowl
Vanwyrm,Ghangler,Croajiro
Vanwyrm,Ghangler,Arsox
Vanwyrm,Ghangler,Chillet Ignis
Vanwyrm,Ghangler Ignis,Celesdir
Vanwyrm,Ghangler Ignis,Dinossom Lux
Vanwyrm,Penking Lux,Kitsun
Vanwyrm,Penking Lux,Tarantriss
Vanwyrm,Azurobe Cryst,Broncherry Aqua
Vanwyrm,Azurobe Cryst,Fenglope Lux
Vanwyrm,Palumba,Broncherry
Vanwyrm,Whalaska,Celaray
Vanwyrm,Whalaska Ignis,Melpaca
Vanwyrm,Braloha,Fenglope
Vanwyrm,Neptilius,Daedream
Vanwyrm Cryst,Vanwyrm Cryst,Vanwyrm Cryst
Vanwyrm Cryst,Foxcicle,Vanwyrm
Bushi,Gumoss,Suzaku Aqua
Bushi,Penking,Tombat
Bushi,Penking,Foxcicle
Bushi,Rooby,Frostallion
Bushi,Tanzee,Suzaku Aqua
Bushi,Gobfin,Helzephyr
Bushi,Mozzarina,Faleris
Bushi,Mozzarina,Pyrin
Bushi,Direhowl,Lyleen Noct
Bushi,Direhowl,Beakon
Bushi,Celaray,Sweepa
Bushi,Fuddler,Shadowbeak
Bushi,Fuddler,Suzaku
Bushi,Nox,Jetragon
Bushi,Nox,Frostallion Noct
Bushi,Rushoar,Orserk
Bushi,Rushoar,Astegon
Bushi,Daedream,Suzaku
Bushi,Galeclaw,Pyrin Noct
Bushi,Loupmoon,Reptyro
Bushi,Loupmoon,Elizabee
Bushi,Leezpunk Ignis,Orserk
Bushi,Leezpunk Ignis,Cryolinx
Bushi,Leezpunk,Astegon
Bushi,Cawgnito,Grizzbolt
Bushi,Cawgnito,Helzephyr
Bushi,Dumud,Ragnahawk
Bushi,Arsox,Wumpo Botan
Bushi,Cinnamoth,Petallia
Bushi,Cinnamoth,Arsox
Bushi,Incineram Noct,Katress
Bushi,Incineram,Univolt
Bushi,Nitewing,Broncherry
Bushi,Nitewing,Digtoise
Bushi,Eikthyrdeer Terra,Faleris
Bushi,Eikthyrdeer Terra,Ragnahawk
Bushi,Eikthyrdeer,Quivern
Bushi,Eikthyrdeer,Pyrin
Bushi,Melpaca,Ragnahawk
Bushi,Caprity,Quivern
Bushi,Caprity,Warsect
Bushi,Woolipop,Jetragon
Bushi,Woolipop,Paladius
Bushi,Mossanda Lux,Reindrix
Bushi,Mossanda Lux,Melpaca
Bushi,Mossanda,Broncherry Aqua
Bushi,Mossanda,Digtoise
Bushi,Vanwyrm,Vanwyrm Cryst
Bushi,Lovander,Warsect
Bushi,Tombat,Elphidran Aqua
Bushi,Maraith,Frostallion
Bushi,Maraith,Cryolinx
Bushi,Surfent,Blazehowl
Bushi,Dinossom Lux,Wumpo
Bushi,Dinossom Lux,Kingpaca
Bushi,Dinossom,Wumpo
Bushi,Dinossom,Sibelyx
Bushi,Dazzi,Necromus
Bushi,Dazzi,Shadowbeak
Bushi,Kitsun,Kingpaca Cryst
Bushi,Kitsun,Sibelyx
Bushi,Rayhound,Elphidran Aqua
Bushi,Rayhound,Elphidran
Bushi,Chillet,Wumpo Botan
Bushi,Chillet,Kingpaca
Bushi,Sweepa,Broncherry
Bushi,Grintale,Foxcicle
Bushi,Elizabee,Lovander
Bushi,Beegarde,Lyleen Noct
Bushi,Beegarde,Grizzbolt
Bushi,Gorirat,Reptyro Cryst
Bushi,Gorirat,Pyrin Noct
Bushi,Robinquill Terra,Relaxaurus Lux
Bushi,Robinquill Terra,Relaxaurus
Bushi,Robinquill,Lyleen
Bushi,Robinquill,Menasting
Bushi,Galeclaw,Lyleen
Bushi,Felbat,Menasting
Bushi,Mammorest Cryst,Fenglope
Bushi,Mammorest,Fenglope
Bushi,Broncherry Aqua,Kingpaca Cryst
Bushi,Relaxaurus Lux,Felbat
Bushi,Blazehowl,Anubis
Bushi,Azurobe,Petallia
Bushi,Kelpsea Ignis,Blazamut
Bushi,Kelpsea,Blazamut
Bushi,Vaelet,Reptyro Cryst
Bushi,Verdash,Mammorest Cryst
Bushi,Verdash,Relaxaurus
Bushi,Wixen,Frostallion
Bushi,Katress,Anubis
Bushi,Beakon,Vaelet
Bushi,Bushi,Bushi
Bushi,Flopie,Bellanoir
Bushi,Flopie,Bellanoir Libero
Bushi,Gobfin,Helzephyr Lux
Bushi,Gobfin Ignis,Helzephyr Lux
Bushi,Caprity,Quivern Botan
Bushi,Caprity,Selyne
Bushi,Eikthyrdeer,Prixter
Bushi,Incineram,Katress Ignis
Bushi,Incineram Noct,Katress Ignis
Bushi,Cinnamoth,Chillet Ignis
Bushi,Galeclaw,Menasting Terra
Bushi,Robinquill,Menasting Terra
Bushi,Elizabee,Yakumo
Bushi,Pyrin Noct,Gorirat Terra
Bushi,Dinossom Lux,Xenovader
Bushi,Surfent,Shroomer
Bushi,Surfent Terra,Shroomer
Bushi,Surfent Terra,Shroomer Noct
Bushi,Lovander,Quivern Botan
Bushi,Vanwyrm Cryst,Bushi Noct
Bushi,Elphidran,Shroomer Noct
Bushi,Kelpsea,Blazamut Ryu
Bushi,Kelpsea Ignis,Bellanoir
Bushi,Kelpsea Ignis,Bellanoir Libero
Bushi,Kelpsea Ignis,Blazamut Ryu
Bushi,Cryolinx,Wixen Noct
Bushi,Broncherry Aqua,Xenogard
Bushi,Wumpo Botan,Chillet Ignis
Bushi,Wumpo Botan,Croajiro
Bushi,Felbat,Knocklem
Bushi,Astegon,Kikit
Bushi,Lyleen,Gorirat Terra
Bushi,Faleris,Lullu
Bushi,Paladius,Mimog
Bushi,Necromus,Mimog
Bushi,Frostallion,Wixen Noct
Bushi,Gorirat Terra,Menasting Terra
Bushi,Shroomer Noct,Sootseer
Bushi,Leezpunk,Cryolinx Terra
Bushi,Dazzi Noct,Cryolinx Terra
Bushi,Lunaris,Bastigor
Bushi,Lunaris,Cryolinx Terra
Bushi,Gobfin Ignis,Bastigor
Bushi,Direhowl,Silvegis
Bushi,Galeclaw,Faleris Aqua
Bushi,Gorirat Terra,Faleris Aqua
Bushi,Felbat,Xenolord
Bushi,Robinquill Terra,Warsect Terra
Bushi,Mozzarina,Starryon
Bushi,Lullu,Starryon
Bushi,Reindrix,Azurmane
Bushi,Celaray,Azurmane
Bushi,Bushi Noct,Omascul
Bushi,Bushi,Omascul
Bushi,Omascul,Nyafia
Bushi,Anubis,Nitemary
Bushi,Surfent Terra,Splatterina
Bushi,Sootseer,Splatterina
Bushi,Sootseer,Kitsun Noct
Bushi,Elphidran,Kitsun Noct
Bushi,Penking,Prunelia
Bushi,Kingpaca,Loupmoon Cryst
Bushi,Xenovader,Celesdir
Bushi,Xenovader,Loupmoon Cryst
Bushi,Wumpo,Celesdir
Bushi,Sibelyx,Tarantriss
Bushi,Kingpaca Cryst,Fenglope Lux
Bushi,Xenogard,Fenglope Lux
Bushi,Nitewing,Caprity Noct
Bushi,Necromus,Ribbuny Botan
Bushi,Suzaku Aqua,Smokie
Bushi,Killamari Primo,Suzaku Aqua
Bushi,Gloopie,Paladius
Bushi,Turtacle,Bastigor
Bushi,Turtacle Terra,Silvegis
Bushi,Turtacle Terra,Lyleen Noct
Bushi,Dumud Gild,Nitewing
Bushi,Celaray Lux,Sibelyx
Bushi,Celaray Lux,Kingpaca Cryst
Bushi,Celaray Lux,Whalaska
Bushi,Croajiro Noct,Grintale
Bushi,Croajiro Noct,Gildane
Bushi,Croajiro Noct,Ghangler Ignis
Bushi,Polapup,Elphidran Aqua
Bushi,Polapup,Ghangler
Bushi,Frostplume,Vanwyrm Cryst
Bushi,Icelyn,Dazemu
Bushi,Icelyn,Blazehowl Noct
Bushi,Icelyn,Dogen
Bushi,Ghangler,Prunelia
Bushi,Ghangler,Tombat
Bushi,Penking Lux,Arsox
Bushi,Penking Lux,Chillet Ignis
Bushi,Penking Lux,Petallia
Bushi,Azurobe Cryst,Chillet
Bushi,Azurobe Cryst,Croajiro
Bushi,Azurobe Cryst,Arsox
Bushi,Azurobe Cryst,Chillet Ignis
Bushi,Palumba,Tarantriss
Bushi,Palumba,Dinossom
Bushi,Palumba,Celesdir
Bushi,Whalaska,Fenglope Lux
Bushi,Whalaska,Kitsun
Bushi,Whalaska,Tarantriss
Bushi,Whalaska Ignis,Digtoise
Bushi,Whalaska Ignis,Broncherry Aqua
Bushi,Braloha,Yakumo
Bushi,Braloha,Lovander
Bushi,Neptilius,Woolipop
Bushi,Neptilius,Nox
Bushi Noct,Bushi,Sootseer
Bushi Noct,Bushi Noct,Bushi Noct
Beakon,Nitewing,Shadowbeak
Beakon,Nitewing,Suzaku Aqua
Beakon,Nitewing,Suzaku
Beakon,Mossanda Lux,Jetragon
Beakon,Mossanda Lux,Necromus
Beakon,Mossanda Lux,Paladius
Beakon,Mossanda Lux,Shadowbeak
Beakon,Mossanda Lux,Suzaku
Beakon,Mossanda,Suzaku Aqua
Beakon,Mossanda,Suzaku
Beakon,Mossanda,Blazamut
Beakon,Pyrin Noct,Lyleen Noct
Beakon,Pyrin Noct,Grizzbolt
Beakon,Pyrin Noct,Reptyro Cryst
Beakon,Pyrin Noct,Beakon
Beakon,Pyrin,Jetragon
Beakon,Pyrin,Frostallion Noct
Beakon,Pyrin,Frostallion
Beakon,Pyrin,Paladius
Beakon,Sweepa,Necromus
Beakon,Sweepa,Shadowbeak
Beakon,Sweepa,Suzaku Aqua
Beakon,Sweepa,Suzaku
Beakon,Elizabee,Frostallion
Beakon,Elizabee,Orserk
Beakon,Elizabee,Astegon
Beakon,Elizabee,Cryolinx
Beakon,Faleris,Jetragon
Beakon,Faleris,Frostallion Noct
Beakon,Faleris,Necromus
Beakon,Faleris,Paladius
Beakon,Lyleen,Lyleen Noct
Beakon,Grizzbolt,Lyleen
Beakon,Jormuntide Ignis,Frostallion
Beakon,Jormuntide Ignis,Orserk
Beakon,Jormuntide,Orserk
Beakon,Menasting,Lyleen Noct
Beakon,Menasting,Grizzbolt
Beakon,Astegon,Jormuntide Ignis
Beakon,Astegon,Jormuntide
Beakon,Helzephyr,Lyleen
Beakon,Helzephyr,Menasting
Beakon,Quivern,Jetragon
Beakon,Quivern,Frostallion Noct
Beakon,Quivern,Frostallion
Beakon,Warsect,Frostallion Noct
Beakon,Warsect,Frostallion
Beakon,Warsect,Orserk
Beakon,Wumpo,Blazamut
Beakon,Mammorest Cryst,Astegon
Beakon,Mammorest Cryst,Helzephyr
Beakon,Mammorest,Orserk
Beakon,Mammorest,Astegon
Beakon,Kingpaca Cryst,Suzaku Aqua
Beakon,Kingpaca Cryst,Blazamut
Beakon,Kingpaca,Blazamut
Beakon,Reptyro Cryst,Lyleen Noct
Beakon,Reptyro Cryst,Lyleen
Beakon,Reptyro,Frostallion
Beakon,Reptyro,Orserk
Beakon,Reptyro,Astegon
Beakon,Relaxaurus Lux,Lyleen Noct
Beakon,Relaxaurus Lux,Grizzbolt
Beakon,Relaxaurus Lux,Helzephyr
Beakon,Relaxaurus,Helzephyr
Beakon,Cryolinx,Jormuntide Ignis
Beakon,Cryolinx,Jormuntide
Beakon,Cryolinx,Quivern
Beakon,Cryolinx,Warsect
Beakon,Cryolinx,Reptyro
Beakon,Sibelyx,Suzaku Aqua
Beakon,Sibelyx,Blazamut
Beakon,Ragnahawk,Jetragon
Beakon,Ragnahawk,Frostallion Noct
Beakon,Ragnahawk,Necromus
Beakon,Ragnahawk,Paladius
Beakon,Ragnahawk,Shadowbeak
Beakon,Beakon,Lyleen
Beakon,Beakon,Menasting
Beakon,Beakon,Reptyro Cryst
Beakon,Beakon,Beakon
Beakon,Mossanda,Blazamut Ryu
Beakon,Beakon,Menasting Terra
Beakon,Sibelyx,Bellanoir
Beakon,Sibelyx,Bellanoir Libero
Beakon,Sibelyx,Blazamut Ryu
Beakon,Cryolinx,Quivern Botan
Beakon,Cryolinx,Selyne
Beakon,Relaxaurus,Helzephyr Lux
Beakon,Relaxaurus Lux,Helzephyr Lux
Beakon,Reptyro Cryst,Menasting Terra
Beakon,Kingpaca,Bellanoir
Beakon,Kingpaca,Bellanoir Libero
Beakon,Kingpaca,Blazamut Ryu
Beakon,Kingpaca Cryst,Bellanoir
Beakon,Kingpaca Cryst,Bellanoir Libero
Beakon,Kingpaca Cryst,Blazamut Ryu
Beakon,Mammorest,Helzephyr Lux
Beakon,Mammorest Cryst,Helzephyr Lux
Beakon,Wumpo,Bellanoir
Beakon,Wumpo,Bellanoir Libero
Beakon,Wumpo,Blazamut Ryu
Beakon,Blazamut,Xenovader
Beakon,Blazamut,Xenogard
Beakon,Helzephyr,Menasting Terra
Beakon,Helzephyr,Knocklem
Beakon,Menasting,Helzephyr Lux
Beakon,Suzaku Aqua,Xenogard
Beakon,Grizzbolt,Menasting Terra
Beakon,Grizzbolt,Knocklem
Beakon,Lyleen Noct,Menasting Terra
Beakon,Lyleen Noct,Knocklem
Beakon,Orserk,Quivern Botan
Beakon,Paladius,Prixter
Beakon,Frostallion,Quivern Botan
Beakon,Frostallion,Selyne
Beakon,Frostallion,Prixter
Beakon,Frostallion Noct,Quivern Botan
Beakon,Frostallion Noct,Selyne
Beakon,Frostallion Noct,Prixter
Beakon,Jetragon,Selyne
Beakon,Jetragon,Prixter
Beakon,Bellanoir,Xenovader
Beakon,Bellanoir,Xenogard
Beakon,Bellanoir Libero,Xenovader
Beakon,Bellanoir Libero,Xenogard
Beakon,Blazamut Ryu,Xenovader
Beakon,Blazamut Ryu,Xenogard
Beakon,Helzephyr Lux,Knocklem
Beakon,Reptyro,Cryolinx Terra
Beakon,Jormuntide Ignis,Cryolinx Terra
Beakon,Jormuntide,Bastigor
Beakon,Jormuntide,Cryolinx Terra
Beakon,Mammorest,Bastigor
Beakon,Mammorest,Cryolinx Terra
Beakon,Mammorest Cryst,Bastigor
Beakon,Mammorest Cryst,Cryolinx Terra
Beakon,Relaxaurus,Bastigor
Beakon,Relaxaurus,Cryolinx Terra
Beakon,Warsect Terra,Bastigor
Beakon,Warsect Terra,Cryolinx Terra
Beakon,Relaxaurus Lux,Bastigor
Beakon,Knocklem,Silvegis
Beakon,Knocklem,Bastigor
Beakon,Menasting,Silvegis
Beakon,Lyleen,Silvegis
Beakon,Menasting Terra,Silvegis
Beakon,Pyrin Noct,Silvegis
Beakon,Reptyro Cryst,Silvegis
Beakon,Reptyro Cryst,Faleris Aqua
Beakon,Beakon,Silvegis
Beakon,Beakon,Faleris Aqua
Beakon,Silvegis,Xenolord
Beakon,Silvegis,Faleris Aqua
Beakon,Lyleen Noct,Xenolord
Beakon,Lyleen Noct,Faleris Aqua
Beakon,Grizzbolt,Xenolord
Beakon,Grizzbolt,Faleris Aqua
Beakon,Grizzbolt,Warsect Terra
Beakon,Helzephyr,Xenolord
Beakon,Helzephyr,Faleris Aqua
Beakon,Helzephyr,Warsect Terra
Beakon,Helzephyr Lux,Xenolord
Beakon,Helzephyr Lux,Warsect Terra
Beakon,Bastigor,Xenolord
Beakon,Frostallion Noct,Starryon
Beakon,Jetragon,Starryon
Beakon,Paladius,Starryon
Beakon,Paladius,Azurmane
Beakon,Necromus,Starryon
Beakon,Necromus,Azurmane
Beakon,Shadowbeak,Azurmane
Beakon,Suzaku,Azurmane
Beakon,Palumba,Blazamut
Beakon,Palumba,Blazamut Ryu
Beakon,Palumba,Bellanoir
Beakon,Palumba,Bellanoir Libero
Beakon,Whalaska,Suzaku Aqua
Beakon,Whalaska,Blazamut
Beakon,Whalaska,Blazamut Ryu
Beakon,Whalaska,Bellanoir
Beakon,Whalaska,Bellanoir Libero
Beakon,Whalaska Ignis,Suzaku
Beakon,Whalaska Ignis,Suzaku Aqua
Beakon,Whalaska Ignis,Blazamut
Beakon,Whalaska Ignis,Blazamut Ryu
Beakon,Braloha,Orserk
Beakon,Braloha,Cryolinx
Beakon,Braloha,Frostallion
Beakon,Braloha,Frostallion Noct
Beakon,Neptilius,Mossanda Lux
Beakon,Neptilius,Ragnahawk
Beakon,Neptilius,Faleris
Beakon,Neptilius,Starryon
Beakon,Neptilius,Pyrin
Beakon,Neptilius,Prixter
Beakon,Neptilius,Quivern
Beakon,Neptilius,Selyne
Ragnahawk,Penking,Lyleen
Ragnahawk,Penking,Menasting
Ragnahawk,Penking,Reptyro Cryst
Ragnahawk,Penking,Pyrin Noct
Ragnahawk,Cinnamoth,Menasting
Ragnahawk,Cinnamoth,Mammorest Cryst
Ragnahawk,Cinnamoth,Relaxaurus Lux
Ragnahawk,Cinnamoth,Relaxaurus
Ragnahawk,Incineram Noct,Grizzbolt
Ragnahawk,Incineram Noct,Helzephyr
Ragnahawk,Incineram,Helzephyr
Ragnahawk,Nitewing,Quivern
Ragnahawk,Nitewing,Warsect
Ragnahawk,Nitewing,Pyrin
Ragnahawk,Nitewing,Elizabee
Ragnahawk,Mossanda Lux,Faleris
Ragnahawk,Mossanda Lux,Ragnahawk
Ragnahawk,Mossanda Lux,Pyrin
Ragnahawk,Mossanda,Jormuntide Ignis
Ragnahawk,Mossanda,Quivern
Ragnahawk,Mossanda,Warsect
Ragnahawk,Mossanda,Reptyro
Ragnahawk,Mossanda,Elizabee
Ragnahawk,Vanwyrm Cryst,Cryolinx
Ragnahawk,Vanwyrm,Jetragon
Ragnahawk,Vanwyrm,Frostallion Noct
Ragnahawk,Vanwyrm,Frostallion
Ragnahawk,Tombat,Suzaku Aqua
Ragnahawk,Tombat,Blazamut
Ragnahawk,Surfent Terra,Lyleen Noct
Ragnahawk,Surfent Terra,Grizzbolt
Ragnahawk,Surfent Terra,Reptyro Cryst
Ragnahawk,Surfent Terra,Beakon
Ragnahawk,Surfent,Lyleen Noct
Ragnahawk,Surfent,Grizzbolt
Ragnahawk,Surfent,Helzephyr
Ragnahawk,Surfent,Beakon
Ragnahawk,Rayhound,Suzaku Aqua
Ragnahawk,Rayhound,Blazamut
Ragnahawk,Pyrin Noct,Elphidran Aqua
Ragnahawk,Pyrin Noct,Elphidran
Ragnahawk,Foxcicle,Blazamut
Ragnahawk,Univolt,Jetragon
Ragnahawk,Univolt,Frostallion Noct
Ragnahawk,Univolt,Necromus
Ragnahawk,Univolt,Paladius
Ragnahawk,Sweepa,Faleris
Ragnahawk,Sweepa,Quivern
Ragnahawk,Sweepa,Warsect
Ragnahawk,Sweepa,Pyrin
Ragnahawk,Grintale,Lyleen
Ragnahawk,Grintale,Menasting
Ragnahawk,Grintale,Relaxaurus Lux
Ragnahawk,Grintale,Pyrin Noct
Ragnahawk,Elizabee,Kingpaca Cryst
Ragnahawk,Elizabee,Sibelyx
Ragnahawk,Anubis,Lyleen Noct
Ragnahawk,Anubis,Grizzbolt
Ragnahawk,Helzephyr,Anubis
Ragnahawk,Wumpo,Jormuntide Ignis
Ragnahawk,Wumpo,Jormuntide
Ragnahawk,Mammorest Cryst,Wumpo Botan
Ragnahawk,Mammorest Cryst,Wumpo
Ragnahawk,Mammorest,Wumpo Botan
Ragnahawk,Kingpaca Cryst,Jormuntide Ignis
Ragnahawk,Kingpaca Cryst,Jormuntide
Ragnahawk,Kingpaca Cryst,Warsect
Ragnahawk,Kingpaca,Jormuntide
Ragnahawk,Kingpaca,Mammorest Cryst
Ragnahawk,Kingpaca,Mammorest
Ragnahawk,Reptyro,Wumpo
Ragnahawk,Reptyro,Kingpaca Cryst
Ragnahawk,Relaxaurus Lux,Wumpo Botan
Ragnahawk,Relaxaurus,Wumpo Botan
Ragnahawk,Relaxaurus,Kingpaca
Ragnahawk,Blazehowl Noct,Jetragon
Ragnahawk,Blazehowl Noct,Frostallion Noct
Ragnahawk,Blazehowl Noct,Paladius
Ragnahawk,Blazehowl,Necromus
Ragnahawk,Blazehowl,Shadowbeak
Ragnahawk,Blazehowl,Suzaku
Ragnahawk,Azurobe,Lyleen
Ragnahawk,Azurobe,Menasting
Ragnahawk,Azurobe,Relaxaurus Lux
Ragnahawk,Azurobe,Relaxaurus
Ragnahawk,Elphidran Aqua,Lyleen
Ragnahawk,Elphidran Aqua,Reptyro Cryst
Ragnahawk,Elphidran,Lyleen Noct
Ragnahawk,Elphidran,Reptyro Cryst
Ragnahawk,Sibelyx,Jormuntide Ignis
Ragnahawk,Sibelyx,Jormuntide
Ragnahawk,Sibelyx,Mammorest
Ragnahawk,Sibelyx,Reptyro
Ragnahawk,Katress,Necromus
Ragnahawk,Katress,Paladius
Ragnahawk,Katress,Shadowbeak
Ragnahawk,Katress,Suzaku
Ragnahawk,Ragnahawk,Faleris
Ragnahawk,Ragnahawk,Ragnahawk
Ragnahawk,Beakon,Elphidran Aqua
Ragnahawk,Beakon,Elphidran
Ragnahawk,Bushi,Frostallion
Ragnahawk,Bushi,Orserk
Ragnahawk,Bushi,Cryolinx
Ragnahawk,Vanwyrm Cryst,Orserk
Ragnahawk,Vanwyrm Cryst,Astegon
Ragnahawk,Penking,Menasting Terra
Ragnahawk,Mossanda,Quivern Botan
Ragnahawk,Mossanda,Selyne
Ragnahawk,Mossanda Lux,Prixter
Ragnahawk,Nitewing,Quivern Botan
Ragnahawk,Nitewing,Selyne
Ragnahawk,Nitewing,Prixter
Ragnahawk,Incineram,Helzephyr Lux
Ragnahawk,Incineram Noct,Helzephyr Lux
Ragnahawk,Cinnamoth,Knocklem
Ragnahawk,Elizabee,Xenogard
Ragnahawk,Grintale,Menasting Terra
Ragnahawk,Grintale,Knocklem
Ragnahawk,Sweepa,Quivern Botan
Ragnahawk,Sweepa,Selyne
Ragnahawk,Sweepa,Prixter
Ragnahawk,Foxcicle,Bellanoir
Ragnahawk,Foxcicle,Bellanoir Libero
